run_id,run_label,configuration,seed,summary_path,metric,metric_label,unit,target_type,reference_key,reference_value,target_value,target_improvement,value,v0_mean_value,improvement,v0_band_min,v0_band_max,pillar,seed_class
V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1,V0_I_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,610.1207275390625,685.9002685546875,-75.779541015625,-60.02362060546875,85.261474609375,Climatological,unfavourable
V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1_seed2,V0_I_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,674.0238037109375,685.9002685546875,-11.87646484375,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0,V0_M_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,655.0636596679688,685.9002685546875,-30.83660888671875,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0_seed2,V0_M_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,727.6119384765625,685.9002685546875,41.711669921875,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1,V0_M_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,641.7977294921875,685.9002685546875,-44.1025390625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_M_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1_seed2,V0_M_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,743.231201171875,685.9002685546875,57.3309326171875,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_T_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_0,V0_T_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,656.5264282226562,685.9002685546875,-29.37384033203125,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_T_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_0_seed2,V0_T_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,764.5823974609375,685.9002685546875,78.68212890625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1,V0_T_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,782.7293701171875,685.9002685546875,96.8291015625,-60.02362060546875,85.261474609375,Climatological,favourable
V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1_seed2,V0_T_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,670.7808837890625,685.9002685546875,-15.119384765625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_Z_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_0,V0_Z_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,740.5557861328125,685.9002685546875,54.655517578125,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_Z_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_0_seed2,V0_Z_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,681.2635498046875,685.9002685546875,-4.63671875,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_Z_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_1,V0_Z_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,708.016357421875,685.9002685546875,22.1160888671875,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
V0_Z_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_1_seed2,V0_Z_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,732.45556640625,685.9002685546875,46.5552978515625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1,D_IP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,699.3543701171875,685.9002685546875,13.4541015625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1_seed2,D_IP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,720.78955078125,685.9002685546875,34.8892822265625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_MZP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZP_1,D_MZP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,622.28173828125,685.9002685546875,-63.6185302734375,-60.02362060546875,85.261474609375,Climatological,unfavourable
D_MZP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZP_1_seed2,D_MZP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,742.3631591796875,685.9002685546875,56.462890625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_MTP_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_0,D_MTP_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,647.5877685546875,685.9002685546875,-38.3125,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_MTP_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_0_seed2,D_MTP_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,726.2449340820312,685.9002685546875,40.34466552734375,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1,D_MTP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,732.97802734375,685.9002685546875,47.0777587890625,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1_seed2,D_MTP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,714.0582275390625,685.9002685546875,28.157958984375,-60.02362060546875,85.261474609375,Climatological,inside_v0_range
